,age,education,employment_status,fam_income,hh_income,hours_worked,labor_status,married,numfamily,personal_income,race,school_status,sex,state,wage_income,education_hs,education_college,state_nh,sex_male,school_status_attending,race_white,labor_status_working,personal_income_none,hh_income_cleaned,personal_income_cleaned,fam_income_cleaned,married_now,wage_income_cleaned
0,56,73,10,106636,106636,40,2,1,2,38569,100,0,1,33,36000,1,0,1,1,0,1,1,0,106636,38569,106636,1,36000
1,53,73,10,106636,106636,53,2,1,2,68067,100,5,2,33,68000,1,0,1,0,0,1,1,0,106636,68067,106636,1,68000
2,59,81,10,85135,85135,39,2,1,3,45853,100,0,1,33,20071,1,0,1,1,0,1,1,0,85135,45853,85135,1,20071
3,53,111,10,85135,85135,36,2,1,3,39282,100,5,2,33,13500,1,1,1,0,0,1,1,0,85135,39282,85135,1,13500
4,14,1,0,85135,85135,999,0,6,3,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,85135,0,85135,0,9999999
5,55,91,34,7,7,999,1,6,1,7,802,0,1,33,0,1,0,1,1,0,0,0,0,7,7,7,0,0
6,61,91,12,68696,68696,999,2,1,2,45020,100,0,1,33,0,1,0,1,1,0,1,1,0,68696,45020,68696,1,0
7,63,73,10,68696,68696,12,2,1,2,23676,100,0,2,33,15000,1,0,1,0,0,1,1,0,68696,23676,68696,1,15000
8,43,81,12,48054,48054,999,2,1,2,8027,100,5,2,33,0,1,0,1,0,0,1,1,0,48054,8027,48054,1,0
9,40,73,10,48054,48054,42,2,1,2,40027,100,5,1,33,40000,1,0,1,1,0,1,1,0,48054,40027,48054,1,40000
10,52,111,10,140831,140831,32,2,1,4,56005,100,5,2,33,56000,1,1,1,0,0,1,1,0,140831,56005,140831,1,56000
11,53,81,10,140831,140831,40,2,1,4,65844,100,5,1,33,65000,1,0,1,1,0,1,1,0,140831,65844,140831,1,65000
12,19,81,34,140831,140831,999,1,6,4,18480,100,3,1,33,18480,1,0,1,1,1,1,0,0,140831,18480,140831,0,18480
13,15,30,34,140831,140831,999,1,6,4,502,100,0,2,33,500,0,0,1,0,0,1,0,0,140831,502,140831,0,500
14,65,92,36,43228,43228,999,1,1,2,12388,100,0,2,33,0,1,0,1,0,0,1,0,0,43228,12388,43228,1,0
15,74,91,36,43228,43228,999,1,1,2,30840,300,0,1,33,0,1,0,1,1,0,0,0,0,43228,30840,43228,1,0
16,21,73,10,10300,10300,35,2,6,1,10300,100,5,1,33,10000,1,0,1,1,0,1,1,0,10300,10300,10300,0,10000
17,21,73,10,0,10300,60,2,6,1,0,100,5,2,33,0,1,0,1,0,0,1,1,1,10300,0,0,0,0
18,69,73,36,8988,8988,999,1,4,1,8988,802,0,1,33,0,1,0,1,1,0,0,0,0,8988,8988,8988,0,0
19,51,81,10,23282,56562,45,2,4,1,23282,100,5,2,33,22342,1,0,1,0,0,1,1,0,56562,23282,23282,0,22342
20,45,73,10,33280,56562,20,2,6,1,33280,100,5,1,33,33280,1,0,1,1,0,1,1,0,56562,33280,33280,0,33280
21,48,81,12,64029,103029,999,2,6,1,64029,100,5,1,33,64000,1,0,1,1,0,1,1,0,103029,64029,64029,0,64000
22,46,81,10,39000,103029,60,2,4,1,39000,100,5,1,33,39000,1,0,1,1,0,1,1,0,103029,39000,39000,0,39000
23,53,81,10,20000,101000,35,2,4,1,20000,100,5,1,33,3000,1,0,1,1,0,1,1,0,101000,20000,20000,0,3000
24,46,73,10,81000,101000,40,2,4,1,81000,100,5,2,33,81000,1,0,1,0,0,1,1,0,101000,81000,81000,0,81000
25,73,81,10,121870,121870,44,2,4,3,104403,100,0,2,33,85000,1,0,1,0,0,1,1,0,121870,104403,121870,0,85000
26,23,81,10,121870,121870,8,2,6,3,14467,100,5,2,33,9467,1,0,1,0,0,1,1,0,121870,14467,121870,0,9467
27,15,40,10,121870,121870,12,2,6,3,3000,100,0,1,33,3000,0,0,1,1,0,1,1,0,121870,3000,121870,0,3000
28,67,81,32,87747,87747,999,1,1,2,66800,100,0,1,33,0,1,0,1,1,0,1,0,0,87747,66800,87747,1,0
29,64,81,32,87747,87747,999,1,1,2,20947,100,0,2,33,0,1,0,1,0,0,1,0,0,87747,20947,87747,1,0
30,42,73,10,61704,116075,50,2,6,1,61704,100,5,1,33,60000,1,0,1,1,0,1,1,0,116075,61704,61704,0,60000
31,44,111,10,54371,116075,30,2,6,1,54371,100,5,2,33,45000,1,1,1,0,0,1,1,0,116075,54371,54371,0,45000
32,46,73,10,60270,60270,40,2,1,4,37591,100,5,1,33,32000,1,0,1,1,0,1,1,0,60270,37591,60270,1,32000
33,45,81,10,60270,60270,40,2,1,4,22679,100,5,2,33,25000,1,0,1,0,0,1,1,0,60270,22679,60270,1,25000
34,16,50,34,60270,60270,999,1,6,4,0,100,1,1,33,0,0,0,1,1,1,1,0,1,60270,0,60270,0,0
35,12,1,0,60270,60270,999,0,6,4,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,60270,0,60270,0,9999999
36,69,91,10,47092,47092,6,2,5,1,47092,100,0,2,33,2950,1,0,1,0,0,1,1,0,47092,47092,47092,0,2950
37,49,81,10,36470,36470,38,2,4,1,36470,100,5,2,33,32000,1,0,1,0,0,1,1,0,36470,36470,36470,0,32000
38,36,73,10,84136,84136,44,2,1,2,43506,100,5,1,33,43500,1,0,1,1,0,1,1,0,84136,43506,84136,1,43500
39,41,73,10,84136,84136,40,2,1,2,40630,100,5,2,33,0,1,0,1,0,0,1,1,0,84136,40630,84136,1,0
40,14,1,0,0,84136,999,0,6,1,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,84136,0,0,0,9999999
41,26,92,12,30024,30024,999,2,6,1,30024,100,5,1,33,0,1,0,1,1,0,1,1,0,30024,30024,30024,0,0
42,55,50,12,20000,20000,999,2,6,1,20000,100,0,1,33,20000,0,0,1,1,0,1,1,0,20000,20000,20000,0,20000
43,47,73,32,13800,13800,999,1,6,1,13800,100,5,1,33,0,1,0,1,1,0,1,0,0,13800,13800,13800,0,0
44,60,111,34,38700,69701,999,1,3,1,38700,100,0,2,33,0,1,1,1,0,0,1,0,0,69701,38700,38700,0,0
45,52,73,34,18001,69701,999,1,4,2,18001,100,5,1,33,18000,1,0,1,1,0,1,0,0,69701,18001,18001,0,18000
46,27,92,34,13000,69701,999,1,6,1,13000,100,5,1,33,0,1,0,1,1,0,1,0,0,69701,13000,13000,0,0
47,27,111,34,0,69701,999,1,6,1,0,100,5,2,33,0,1,1,1,0,0,1,0,1,69701,0,0,0,0
48,2,1,0,0,69701,999,0,6,2,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,69701,0,0,0,9999999
49,48,73,32,13228,13228,999,1,6,1,13228,100,5,2,33,0,1,0,1,0,0,1,0,0,13228,13228,13228,0,0
50,60,81,10,24025,24025,10,2,4,1,24025,100,0,2,33,24000,1,0,1,0,0,1,1,0,24025,24025,24025,0,24000
51,80,81,36,7259,21839,999,1,6,1,7259,100,0,1,33,0,1,0,1,1,0,1,0,0,21839,7259,7259,0,0
52,85,73,36,14580,21839,999,1,5,1,14580,100,0,2,33,0,1,0,1,0,0,1,0,0,21839,14580,14580,0,0
53,69,81,36,51280,51280,999,1,1,2,28658,100,0,1,33,0,1,0,1,1,0,1,0,0,51280,28658,51280,1,0
54,69,92,36,51280,51280,999,1,1,2,22622,100,0,2,33,0,1,0,1,0,0,1,0,0,51280,22622,51280,1,0
55,68,81,10,60500,60500,52,2,1,2,41652,100,0,1,33,15000,1,0,1,1,0,1,1,0,60500,41652,60500,1,15000
56,68,81,10,60500,60500,18,2,1,2,18848,100,0,2,33,5400,1,0,1,0,0,1,1,0,60500,18848,60500,1,5400
57,54,81,10,102015,182015,56,2,1,2,80015,100,5,1,33,45000,1,0,1,1,0,1,1,0,182015,80015,102015,1,45000
58,44,73,10,102015,182015,32,2,1,2,22000,100,5,2,33,18000,1,0,1,0,0,1,1,0,182015,22000,102015,1,18000
59,52,73,12,48000,182015,999,2,4,1,48000,100,5,1,33,48000,1,0,1,1,0,1,1,0,182015,48000,48000,0,48000
60,21,73,10,32000,182015,40,2,4,1,32000,100,5,1,33,32000,1,0,1,1,0,1,1,0,182015,32000,32000,0,32000
61,48,73,10,35001,38901,10,2,6,1,35001,100,5,1,33,0,1,0,1,1,0,1,1,0,38901,35001,35001,0,0
62,43,73,10,3900,38901,29,2,6,1,3900,802,5,2,33,3900,1,0,1,0,0,0,1,0,38901,3900,3900,0,3900
63,73,123,36,23729,23729,999,1,1,2,9017,100,0,2,33,0,1,1,1,0,0,1,0,0,23729,9017,23729,1,0
64,77,123,36,23729,23729,999,1,1,2,14712,651,0,1,33,0,1,1,1,1,0,0,0,0,23729,14712,23729,1,0
65,46,111,34,97680,97680,999,1,1,3,52640,100,5,1,33,50000,1,1,1,1,0,1,0,0,97680,52640,97680,1,50000
66,48,111,10,97680,97680,40,2,1,3,45040,100,5,2,33,45000,1,1,1,0,0,1,1,0,97680,45040,97680,1,45000
67,2,1,0,97680,97680,999,0,6,3,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,97680,0,97680,0,9999999
68,85,81,36,74048,74048,999,1,1,2,21648,100,0,2,33,0,1,0,1,0,0,1,0,0,74048,21648,74048,1,0
69,85,111,36,74048,74048,999,1,1,2,52400,100,0,1,33,0,1,1,1,1,0,1,0,0,74048,52400,74048,1,0
70,57,73,10,21750,21750,23,2,6,2,21750,100,0,2,33,15750,1,0,1,0,0,1,1,0,21750,21750,21750,0,15750
71,3,1,0,21750,21750,999,0,6,2,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,21750,0,21750,0,9999999
72,56,111,10,36722,36722,20,2,1,2,36059,100,0,2,33,30000,1,1,1,0,0,1,1,0,36722,36059,36722,1,30000
73,56,73,34,36722,36722,999,1,1,2,663,100,0,1,33,0,1,0,1,1,0,1,0,0,36722,663,36722,1,0
74,67,73,36,7415,7415,999,1,4,1,7415,100,0,1,33,0,1,0,1,1,0,1,0,0,7415,7415,7415,0,0
75,80,92,36,45703,45703,999,1,1,2,21103,100,0,2,33,0,1,0,1,0,0,1,0,0,45703,21103,45703,1,0
76,85,111,36,45703,45703,999,1,1,2,24600,100,0,1,33,0,1,1,1,1,0,1,0,0,45703,24600,45703,1,0
77,77,73,36,12000,12000,999,1,1,2,1200,100,0,1,33,0,1,0,1,1,0,1,0,0,12000,1200,12000,1,0
78,69,92,36,12000,12000,999,1,1,2,10800,100,0,2,33,0,1,0,1,0,0,1,0,0,12000,10800,12000,1,0
79,55,50,32,11100,11100,999,1,6,1,11100,100,0,1,33,0,0,0,1,1,0,1,0,0,11100,11100,11100,0,0
80,67,92,10,47844,47844,40,2,4,3,36044,100,0,2,33,32000,1,0,1,0,0,1,1,0,47844,36044,47844,0,32000
81,42,73,10,47844,47844,30,2,4,3,10000,100,5,1,33,0,1,0,1,1,0,1,1,0,47844,10000,47844,0,0
82,26,81,10,47844,47844,4,2,6,3,1800,100,4,2,33,1800,1,0,1,0,1,1,1,0,47844,1800,47844,0,1800
83,39,123,34,169200,169200,999,1,1,4,8600,100,5,2,33,0,1,1,1,0,0,1,0,0,169200,8600,169200,1,0
84,38,123,10,169200,169200,30,2,1,4,160600,100,5,1,33,30000,1,1,1,1,0,1,1,0,169200,160600,169200,1,30000
85,8,1,0,169200,169200,999,0,6,4,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,169200,0,169200,0,9999999
86,3,1,0,169200,169200,999,0,6,4,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,169200,0,169200,0,9999999
87,26,81,10,28400,28400,49,2,1,4,28400,100,5,1,33,26000,1,0,1,1,0,1,1,0,28400,28400,28400,1,26000
88,21,73,34,28400,28400,999,1,1,4,0,100,5,2,33,0,1,0,1,0,0,1,0,1,28400,0,28400,1,0
89,2,1,0,28400,28400,999,0,6,4,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,28400,0,28400,0,9999999
90,0,1,0,28400,28400,999,0,6,4,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,28400,0,28400,0,9999999
91,24,92,10,35000,35000,39,2,6,1,35000,100,5,2,33,35000,1,0,1,0,0,1,1,0,35000,35000,35000,0,35000
92,55,50,10,113776,113776,40,2,1,5,50000,100,0,1,33,0,0,0,1,1,0,1,1,0,113776,50000,113776,1,0
93,47,81,10,113776,113776,40,2,1,5,63776,100,5,2,33,60000,1,0,1,0,0,1,1,0,113776,63776,113776,1,60000
94,22,92,34,113776,113776,999,1,6,5,0,100,5,1,33,0,1,0,1,1,0,1,0,1,113776,0,113776,0,0
95,17,60,34,113776,113776,999,1,6,5,0,100,5,1,33,0,0,0,1,1,0,1,0,1,113776,0,113776,0,0
96,16,40,34,113776,113776,999,1,6,5,0,100,1,2,33,0,0,0,1,0,1,1,0,1,113776,0,113776,0,0
97,28,73,10,20500,20500,20,2,1,3,14000,100,5,1,33,14000,1,0,1,1,0,1,1,0,20500,14000,20500,1,14000
98,24,81,10,20500,20500,25,2,1,3,6500,100,5,2,33,6500,1,0,1,0,0,1,1,0,20500,6500,20500,1,6500
99,5,1,0,20500,20500,999,0,6,3,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,20500,0,20500,0,9999999
100,60,73,34,105220,105220,999,1,1,2,19203,100,0,1,33,0,1,0,1,1,0,1,0,0,105220,19203,105220,1,0
101,57,73,10,105220,105220,35,2,1,2,86017,100,0,2,33,86000,1,0,1,0,0,1,1,0,105220,86017,105220,1,86000
102,37,81,10,73654,73654,35,2,1,3,17148,100,5,2,33,16000,1,0,1,0,0,1,1,0,73654,17148,73654,1,16000
103,40,73,10,73654,73654,35,2,1,3,43506,100,5,1,33,43500,1,0,1,1,0,1,1,0,73654,43506,73654,1,43500
104,24,81,10,73654,73654,8,2,6,3,13000,100,4,2,33,13000,1,0,1,0,1,1,1,0,73654,13000,73654,0,13000
105,40,123,10,260350,260350,50,2,1,4,184400,100,5,1,33,0,1,1,1,1,0,1,1,0,260350,184400,260350,1,0
106,37,111,10,260350,260350,40,2,1,4,75950,100,5,2,33,75000,1,1,1,0,0,1,1,0,260350,75950,260350,1,75000
107,7,1,0,260350,260350,999,0,6,4,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,260350,0,260350,0,9999999
108,5,1,0,260350,260350,999,0,6,4,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,260350,0,260350,0,9999999
109,48,73,21,40394,40394,999,2,1,3,19678,100,5,1,33,18000,1,0,1,1,0,1,1,0,40394,19678,40394,1,18000
110,52,73,10,40394,40394,45,2,1,3,20716,100,5,2,33,20000,1,0,1,0,0,1,1,0,40394,20716,40394,1,20000
111,14,1,0,40394,40394,999,0,6,3,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,40394,0,40394,0,9999999
112,63,73,10,30801,30801,35,2,2,2,30801,100,0,1,33,20000,1,0,1,1,0,1,1,0,30801,30801,30801,1,20000
113,14,1,0,30801,30801,999,0,6,2,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,30801,0,30801,0,9999999
114,47,60,10,50411,50411,40,2,4,3,38000,100,5,2,33,33000,0,0,1,0,0,1,1,0,50411,38000,50411,0,33000
115,18,73,21,50411,50411,999,2,6,3,9211,100,5,1,33,9200,1,0,1,1,0,1,1,0,50411,9211,50411,0,9200
116,16,50,34,50411,50411,999,1,6,3,3200,100,1,2,33,3200,0,0,1,0,1,1,0,0,50411,3200,50411,0,3200
117,57,81,10,1200,11200,54,2,5,1,1200,100,0,1,33,1200,1,0,1,1,0,1,1,0,11200,1200,1200,0,1200
118,43,73,34,10000,11200,999,1,4,2,10000,100,5,2,33,10000,1,0,1,0,0,1,0,0,11200,10000,10000,0,10000
119,14,1,0,10000,11200,999,0,6,2,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,11200,0,10000,0,9999999
120,37,111,10,113760,113760,28,2,1,4,96938,100,5,1,33,60000,1,1,1,1,0,1,1,0,113760,96938,113760,1,60000
121,40,111,10,113760,113760,10,2,1,4,16822,100,5,2,33,15000,1,1,1,0,0,1,1,0,113760,16822,113760,1,15000
122,14,1,0,113760,113760,999,0,6,4,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,113760,0,113760,0,9999999
123,12,1,0,113760,113760,999,0,6,4,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,113760,0,113760,0,9999999
124,72,81,36,43836,43836,999,1,1,2,11394,100,0,2,33,0,1,0,1,0,0,1,0,0,43836,11394,43836,1,0
125,76,73,36,43836,43836,999,1,1,2,32442,100,0,1,33,0,1,0,1,1,0,1,0,0,43836,32442,43836,1,0
126,39,73,32,49905,49905,999,1,5,2,49905,100,5,2,33,4477,1,0,1,0,0,1,0,0,49905,49905,49905,0,4477
127,7,1,0,49905,49905,999,0,6,2,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,49905,0,49905,0,9999999
128,77,73,36,18154,18154,999,1,1,2,7101,100,0,2,33,1000,1,0,1,0,0,1,0,0,18154,7101,18154,1,1000
129,77,91,36,18154,18154,999,1,1,2,11053,100,0,1,33,0,1,0,1,1,0,1,0,0,18154,11053,18154,1,0
130,31,111,10,38010,38010,40,2,2,2,38010,100,5,2,33,38000,1,1,1,0,0,1,1,0,38010,38010,38010,1,38000
131,4,1,0,38010,38010,999,0,6,2,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,38010,0,38010,0,9999999
132,69,91,10,122410,122410,13,2,1,2,56340,100,0,2,33,42000,1,0,1,0,0,1,1,0,122410,56340,122410,1,42000
133,72,92,10,122410,122410,40,2,1,2,66070,100,0,1,33,42000,1,0,1,1,0,1,1,0,122410,66070,122410,1,42000
134,49,111,10,36888,36888,35,2,4,2,34888,100,5,2,33,0,1,1,1,0,0,1,1,0,36888,34888,36888,0,0
135,15,40,34,36888,36888,999,1,6,2,2000,100,0,2,33,2000,0,0,1,0,0,1,0,0,36888,2000,36888,0,2000
136,62,73,10,184053,184053,40,2,1,2,32000,100,0,2,33,32000,1,0,1,0,0,1,1,0,184053,32000,184053,1,32000
137,67,92,10,184053,184053,50,2,1,2,152053,100,0,1,33,100000,1,0,1,1,0,1,1,0,184053,152053,184053,1,100000
138,62,73,32,83013,83013,999,1,1,2,38011,100,0,2,33,0,1,0,1,0,0,1,0,0,83013,38011,83013,1,0
139,63,73,10,83013,83013,20,2,1,2,45002,100,0,1,33,45000,1,0,1,1,0,1,1,0,83013,45002,83013,1,45000
140,47,111,10,150846,150846,40,2,1,4,78162,100,5,2,33,78156,1,1,1,0,0,1,1,0,150846,78162,150846,1,78156
141,48,111,10,150846,150846,45,2,1,4,68648,100,5,1,33,68640,1,1,1,1,0,1,1,0,150846,68648,150846,1,68640
142,17,60,34,150846,150846,999,1,6,4,4015,100,1,1,33,4000,0,0,1,1,1,1,0,0,150846,4015,150846,0,4000
143,15,30,34,150846,150846,999,1,6,4,21,100,0,1,33,0,0,0,1,1,0,1,0,0,150846,21,150846,0,0
144,39,73,10,58115,58115,52,2,6,1,58115,100,5,1,33,58000,1,0,1,1,0,1,1,0,58115,58115,58115,0,58000
145,42,73,10,151060,151060,40,2,1,2,26030,100,5,2,33,26000,1,0,1,0,0,1,1,0,151060,26030,151060,1,26000
146,32,111,10,151060,151060,60,2,1,2,125030,100,5,1,33,125000,1,1,1,1,0,1,1,0,151060,125030,151060,1,125000
147,50,73,32,18877,18877,999,1,4,1,18877,100,5,1,33,0,1,0,1,1,0,1,0,0,18877,18877,18877,0,0
148,65,50,32,10800,10800,999,1,6,1,10800,100,0,2,33,0,0,0,1,0,0,1,0,0,10800,10800,10800,0,0
149,61,73,32,34000,34000,999,1,4,1,34000,100,0,2,33,0,1,0,1,0,0,1,0,0,34000,34000,34000,0,0
150,55,111,10,104756,104756,15,2,1,2,23193,100,0,2,33,20002,1,1,1,0,0,1,1,0,104756,23193,104756,1,20002
151,55,111,10,104756,104756,45,2,1,2,81563,100,0,1,33,75002,1,1,1,1,0,1,1,0,104756,81563,104756,1,75002
152,49,92,32,152002,152002,999,1,1,2,2,100,5,2,33,0,1,0,1,0,0,1,0,0,152002,2,152002,1,0
153,54,92,10,152002,152002,45,2,1,2,152000,100,5,1,33,80000,1,0,1,1,0,1,1,0,152002,152000,152002,1,80000
154,43,73,10,42000,42000,40,2,4,1,42000,100,5,1,33,42000,1,0,1,1,0,1,1,0,42000,42000,42000,0,42000
155,47,123,10,132448,132448,50,2,1,5,102019,100,5,1,33,100000,1,1,1,1,0,1,1,0,132448,102019,132448,1,100000
156,47,111,10,132448,132448,25,2,1,5,30404,100,5,2,33,30000,1,1,1,0,0,1,1,0,132448,30404,132448,1,30000
157,19,81,34,132448,132448,999,1,6,5,4,100,3,2,33,0,1,0,1,0,1,1,0,0,132448,4,132448,0,0
158,16,60,34,132448,132448,999,1,6,5,21,100,1,2,33,0,0,0,1,0,1,1,0,0,132448,21,132448,0,0
159,13,1,0,132448,132448,999,0,6,5,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,132448,0,132448,0,9999999
160,47,111,10,146055,146055,40,2,1,4,72055,100,5,1,33,72000,1,1,1,1,0,1,1,0,146055,72055,146055,1,72000
161,36,91,10,146055,146055,40,2,1,4,74000,100,5,2,33,74000,1,0,1,0,0,1,1,0,146055,74000,146055,1,74000
162,12,1,0,146055,146055,999,0,6,4,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,146055,0,146055,0,9999999
163,9,1,0,146055,146055,999,0,6,4,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,146055,0,146055,0,9999999
164,50,111,10,60000,60000,58,2,4,1,60000,100,5,2,33,60000,1,1,1,0,0,1,1,0,60000,60000,60000,0,60000
165,72,73,36,20772,20772,999,1,5,1,20772,100,0,1,33,0,1,0,1,1,0,1,0,0,20772,20772,20772,0,0
166,42,73,10,35001,35001,50,2,6,1,35001,100,5,1,33,0,1,0,1,1,0,1,1,0,35001,35001,35001,0,0
167,38,73,34,0,35001,999,1,6,1,0,100,1,2,33,0,1,0,1,0,1,1,0,1,35001,0,0,0,0
168,43,92,32,31416,31416,999,1,6,3,0,100,5,2,33,0,1,0,1,0,0,1,0,1,31416,0,31416,0,0
169,65,73,36,31416,31416,999,1,1,3,10224,100,0,2,33,0,1,0,1,0,0,1,0,0,31416,10224,31416,1,0
170,68,73,36,31416,31416,999,1,1,3,21192,100,0,1,33,0,1,0,1,1,0,1,0,0,31416,21192,31416,1,0
171,47,123,32,9721,9721,999,1,1,2,96,100,5,1,33,0,1,1,1,1,0,1,0,0,9721,96,9721,1,0
172,48,111,10,9721,9721,25,2,1,2,9625,100,5,2,33,9500,1,1,1,0,0,1,1,0,9721,9625,9721,1,9500
173,60,91,10,36005,36005,40,2,4,1,36005,100,0,1,33,36000,1,0,1,1,0,1,1,0,36005,36005,36005,0,36000
174,52,91,10,70000,70000,40,2,4,1,70000,100,5,2,33,70000,1,0,1,0,0,1,1,0,70000,70000,70000,0,70000
175,36,111,34,89038,89038,999,1,1,4,6519,100,5,2,33,0,1,1,1,0,0,1,0,0,89038,6519,89038,1,0
176,37,123,10,89038,89038,48,2,1,4,82519,100,5,1,33,76000,1,1,1,1,0,1,1,0,89038,82519,89038,1,76000
177,4,1,0,89038,89038,999,0,6,4,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,89038,0,89038,0,9999999
178,2,1,0,89038,89038,999,0,6,4,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,89038,0,89038,0,9999999
179,27,73,21,27867,27867,999,2,1,4,18760,100,5,2,33,10000,1,0,1,0,0,1,1,0,27867,18760,27867,1,10000
180,46,40,34,27867,27867,999,1,1,4,9107,100,5,1,33,9107,0,0,1,1,0,1,0,0,27867,9107,27867,1,9107
181,6,1,0,27867,27867,999,0,6,4,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,27867,0,27867,0,9999999
182,2,1,0,27867,27867,999,0,6,4,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,27867,0,27867,0,9999999
183,43,81,10,130007,130007,30,2,1,6,50004,100,5,1,33,50000,1,0,1,1,0,1,1,0,130007,50004,130007,1,50000
184,42,123,10,130007,130007,45,2,1,6,75003,100,4,2,33,75000,1,1,1,0,1,1,1,0,130007,75003,130007,1,75000
185,16,50,34,130007,130007,999,1,6,6,5000,100,1,1,33,5000,0,0,1,1,1,1,0,0,130007,5000,130007,0,5000
186,16,40,34,130007,130007,999,1,6,6,0,100,1,1,33,0,0,0,1,1,1,1,0,1,130007,0,130007,0,0
187,15,40,34,130007,130007,999,1,6,6,0,100,0,1,33,0,0,0,1,1,0,1,0,1,130007,0,130007,0,0
188,13,1,0,130007,130007,999,0,6,6,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,130007,0,130007,0,9999999
189,48,123,12,141151,141151,999,2,1,3,40000,100,5,1,33,40000,1,1,1,1,0,1,1,0,141151,40000,141151,1,40000
190,41,123,10,141151,141151,50,2,1,3,101151,100,5,2,33,85000,1,1,1,0,0,1,1,0,141151,101151,141151,1,85000
191,4,1,0,141151,141151,999,0,6,3,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,141151,0,141151,0,9999999
192,60,73,10,144230,144230,50,2,1,4,110200,100,0,1,33,110000,1,0,1,1,0,1,1,0,144230,110200,144230,1,110000
193,55,123,32,144230,144230,999,1,1,4,12010,100,0,2,33,0,1,1,1,0,0,1,0,0,144230,12010,144230,1,0
194,20,73,21,144230,144230,999,2,6,4,14010,100,5,1,33,14000,1,0,1,1,0,1,1,0,144230,14010,144230,0,14000
195,17,50,10,144230,144230,20,2,6,4,8010,100,1,2,33,2000,0,0,1,0,1,1,1,0,144230,8010,144230,0,2000
196,40,81,34,22189,22189,999,1,4,3,22109,100,3,2,33,880,1,0,1,0,1,1,0,0,22189,22109,22189,0,880
197,17,71,21,22189,22189,999,2,6,3,80,100,1,2,33,80,0,0,1,0,1,1,1,0,22189,80,22189,0,80
198,12,1,0,22189,22189,999,0,6,3,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,22189,0,22189,0,9999999
199,74,73,36,50000,50000,999,1,1,5,0,100,0,2,33,0,1,0,1,0,0,1,0,1,50000,0,50000,1,0
200,77,91,36,50000,50000,999,1,1,5,0,100,0,1,33,0,1,0,1,1,0,1,0,1,50000,0,50000,1,0
201,51,81,10,50000,50000,40,2,2,5,0,100,5,2,33,0,1,0,1,0,0,1,1,1,50000,0,50000,1,0
202,50,81,10,50000,50000,65,2,2,5,50000,100,5,1,33,50000,1,0,1,1,0,1,1,0,50000,50000,50000,1,50000
203,18,73,34,50000,50000,999,1,6,5,0,100,1,1,33,0,1,0,1,1,1,1,0,1,50000,0,50000,0,0
204,57,123,10,171334,171334,20,2,1,2,29444,100,0,1,33,23000,1,1,1,1,0,1,1,0,171334,29444,171334,1,23000
205,56,123,10,171334,171334,30,2,1,2,141890,100,0,2,33,140000,1,1,1,0,0,1,1,0,171334,141890,171334,1,140000
206,43,73,34,20244,20244,999,1,4,10,8244,100,5,2,33,0,1,0,1,0,0,1,0,0,20244,8244,20244,0,0
207,21,60,10,20244,20244,30,2,6,10,12000,100,5,1,33,12000,0,0,1,1,0,1,1,0,20244,12000,20244,0,12000
208,18,60,34,20244,20244,999,1,6,10,0,100,1,2,33,0,0,0,1,0,1,1,0,1,20244,0,20244,0,0
209,17,50,34,20244,20244,999,1,6,10,0,100,1,1,33,0,0,0,1,1,1,1,0,1,20244,0,20244,0,0
210,16,30,34,20244,20244,999,1,6,10,0,100,1,2,33,0,0,0,1,0,1,1,0,1,20244,0,20244,0,0
211,13,1,0,20244,20244,999,0,6,10,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,20244,0,20244,0,9999999
