,age,education,employment_status,fam_income,hh_income,hours_worked,labor_status,married,numfamily,personal_income,race,school_status,sex,state,wage_income,education_hs,education_college,state_nh,sex_male,school_status_attending,race_white,labor_status_working,personal_income_none,hh_income_cleaned,personal_income_cleaned,fam_income_cleaned,married_now,wage_income_cleaned
1268,85,111,36,26057,26057,999,1,5,1,26057,100,0,2,33,0,1,1,1,0,0,1,0,0,26057,26057,26057,0,0
1269,72,73,36,10152,10152,999,1,5,1,10152,100,0,2,33,0,1,0,1,0,0,1,0,0,10152,10152,10152,0,0
1270,79,123,36,85856,85856,999,1,1,2,27750,100,0,2,33,0,1,1,1,0,0,1,0,0,85856,27750,85856,1,0
1271,85,111,36,85856,85856,999,1,1,2,58106,100,0,1,33,0,1,1,1,1,0,1,0,0,85856,58106,85856,1,0
1272,53,111,10,4800,4800,24,2,6,1,4800,100,5,1,33,0,1,1,1,1,0,1,1,0,4800,4800,4800,0,0
1273,76,111,36,18245,18245,999,1,6,1,18245,100,0,2,33,0,1,1,1,0,0,1,0,0,18245,18245,18245,0,0
1274,85,40,32,18059,18059,999,1,5,1,18059,100,0,2,33,0,0,0,1,0,0,1,0,0,18059,18059,18059,0,0
1275,70,92,36,21950,21950,999,1,6,1,21950,100,0,1,33,0,1,0,1,1,0,1,0,0,21950,21950,21950,0,0
1276,59,73,34,23152,57152,999,1,6,1,23152,100,0,1,33,0,1,0,1,1,0,1,0,0,57152,23152,23152,0,0
1277,62,73,10,34000,57152,32,2,4,1,34000,100,0,1,33,34000,1,0,1,1,0,1,1,0,57152,34000,34000,0,34000
1278,85,111,10,71737,71737,8,2,5,1,71737,100,0,1,33,0,1,1,1,1,0,1,1,0,71737,71737,71737,0,0
1279,54,81,10,30000,30000,40,2,6,1,30000,100,5,2,33,30000,1,0,1,0,0,1,1,0,30000,30000,30000,0,30000
1280,80,73,36,37104,37104,999,1,1,2,14352,100,0,1,33,0,1,0,1,1,0,1,0,0,37104,14352,37104,1,0
1281,74,60,36,37104,37104,999,1,1,2,22752,100,0,2,33,0,0,0,1,0,0,1,0,0,37104,22752,37104,1,0
1282,61,81,10,120338,120338,40,2,1,2,40169,100,0,1,33,0,1,0,1,1,0,1,1,0,120338,40169,120338,1,0
1283,57,81,10,120338,120338,50,2,1,2,80169,100,0,2,33,80000,1,0,1,0,0,1,1,0,120338,80169,120338,1,80000
1284,71,123,36,46490,46490,999,1,6,1,46490,100,0,2,33,0,1,1,1,0,0,1,0,0,46490,46490,46490,0,0
1285,53,73,34,174238,174238,999,1,1,5,844,100,5,2,33,0,1,0,1,0,0,1,0,0,174238,844,174238,1,0
1286,55,111,10,174238,174238,50,2,1,5,170894,100,0,1,33,170000,1,1,1,1,0,1,1,0,174238,170894,174238,1,170000
1287,21,81,10,174238,174238,5,2,6,5,2500,100,3,2,33,0,1,0,1,0,1,1,1,0,174238,2500,174238,0,0
1288,18,60,34,174238,174238,999,1,6,5,0,100,1,1,33,0,0,0,1,1,1,1,0,1,174238,0,174238,0,0
1289,14,1,0,174238,174238,999,0,6,5,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,174238,0,174238,0,9999999
1290,85,73,36,23029,23029,999,1,1,2,17077,100,0,1,33,0,1,0,1,1,0,1,0,0,23029,17077,23029,1,0
1291,85,73,36,23029,23029,999,1,1,2,5952,100,0,2,33,0,1,0,1,0,0,1,0,0,23029,5952,23029,1,0
1292,35,111,34,20500,20500,999,1,6,1,20500,100,5,1,33,0,1,1,1,1,0,1,0,0,20500,20500,20500,0,0
1293,56,81,12,145321,145321,999,2,1,2,86760,100,0,1,33,85000,1,0,1,1,0,1,1,0,145321,86760,145321,1,85000
1294,55,81,10,145321,145321,50,2,1,2,58561,100,0,2,33,58000,1,0,1,0,0,1,1,0,145321,58561,145321,1,58000
1295,58,92,10,65043,65043,40,2,4,2,65043,100,0,2,33,65000,1,0,1,0,0,1,1,0,65043,65043,65043,0,65000
1296,15,50,34,65043,65043,999,1,6,2,0,100,0,1,33,0,0,0,1,1,0,1,0,1,65043,0,65043,0,0
1297,58,73,10,108115,108115,35,2,1,3,22000,100,0,2,33,22000,1,0,1,0,0,1,1,0,108115,22000,108115,1,22000
1298,59,73,10,108115,108115,40,2,1,3,65000,100,0,1,33,65000,1,0,1,1,0,1,1,0,108115,65000,108115,1,65000
1299,25,111,10,108115,108115,32,2,6,3,21115,100,5,2,33,5000,1,1,1,0,0,1,1,0,108115,21115,108115,0,5000
1300,72,81,32,28848,28848,999,1,1,2,23520,100,0,1,33,0,1,0,1,1,0,1,0,0,28848,23520,28848,1,0
1301,58,73,32,28848,28848,999,1,1,2,5328,100,0,2,33,0,1,0,1,0,0,1,0,0,28848,5328,28848,1,0
1302,51,81,10,51290,51290,40,2,6,1,51290,100,5,2,33,51002,1,0,1,0,0,1,1,0,51290,51290,51290,0,51002
1303,28,123,10,63755,77775,50,2,6,1,63755,100,5,1,33,63000,1,1,1,1,0,1,1,0,77775,63755,63755,0,63000
1304,25,123,10,14020,77775,37,2,6,1,14020,100,5,2,33,14000,1,1,1,0,0,1,1,0,77775,14020,14020,0,14000
1305,53,111,10,38020,38020,23,2,4,1,38020,100,5,1,33,38000,1,1,1,1,0,1,1,0,38020,38020,38020,0,38000
1306,37,111,10,60032,60032,70,2,6,2,60032,100,5,2,33,60000,1,1,1,0,0,1,1,0,60032,60032,60032,0,60000
1307,13,1,0,60032,60032,999,0,6,2,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,60032,0,60032,0,9999999
1308,46,81,10,42000,42000,40,2,3,2,42000,100,5,2,33,42000,1,0,1,0,0,1,1,0,42000,42000,42000,0,42000
1309,13,1,0,42000,42000,999,0,6,2,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,42000,0,42000,0,9999999
1310,30,92,10,60020,60020,40,2,6,1,60020,100,5,1,33,60000,1,0,1,1,0,1,1,0,60020,60020,60020,0,60000
1311,55,73,10,138030,138030,40,2,1,4,63020,100,0,2,33,63000,1,0,1,0,0,1,1,0,138030,63020,138030,1,63000
1312,57,73,10,138030,138030,50,2,1,4,58010,100,0,1,33,58000,1,0,1,1,0,1,1,0,138030,58010,138030,1,58000
1313,22,73,10,17000,138030,40,2,6,4,17000,100,5,2,33,17000,1,0,1,0,0,1,1,0,138030,17000,17000,0,17000
1314,4,1,0,17000,138030,999,0,6,4,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,138030,0,17000,0,9999999
1315,33,81,10,301,33302,40,2,6,1,301,100,5,2,33,300,1,0,1,0,0,1,1,0,33302,301,301,0,300
1316,28,81,10,33001,33302,40,2,6,1,33001,100,5,1,33,33000,1,0,1,1,0,1,1,0,33302,33001,33001,0,33000
1317,51,73,10,50176,50176,50,2,6,1,50176,100,5,1,33,50000,1,0,1,1,0,1,1,0,50176,50176,50176,0,50000
1318,50,73,32,13859,22699,999,1,4,1,13859,100,5,2,33,0,1,0,1,0,0,1,0,0,22699,13859,13859,0,0
1319,49,111,10,8840,22699,40,2,4,1,8840,100,5,1,33,0,1,1,1,1,0,1,1,0,22699,8840,8840,0,0
1320,50,92,10,680025,680025,40,2,4,1,680025,100,5,1,33,680000,1,0,1,1,0,1,1,0,680025,680025,680025,0,680000
1321,69,60,32,215261,215261,999,1,1,2,22377,100,0,2,33,0,0,0,1,0,0,1,0,0,215261,22377,215261,1,0
1322,73,60,12,215261,215261,999,2,1,2,192884,100,0,1,33,0,0,0,1,1,0,1,1,0,215261,192884,215261,1,0
1323,37,81,10,98020,98020,50,2,5,2,65010,100,5,1,33,65000,1,0,1,1,0,1,1,0,98020,65010,98020,0,65000
1324,24,92,10,98020,98020,40,2,6,2,33010,100,5,2,33,33000,1,0,1,0,0,1,1,0,98020,33010,98020,0,33000
1325,68,111,10,146200,146200,40,2,1,2,100016,100,0,1,33,73000,1,1,1,1,0,1,1,0,146200,100016,146200,1,73000
1326,47,111,10,146200,146200,40,2,1,2,46184,100,5,2,33,40000,1,1,1,0,0,1,1,0,146200,46184,146200,1,40000
1327,30,73,34,10800,10800,999,1,3,4,10800,100,5,2,33,0,1,0,1,0,0,1,0,0,10800,10800,10800,0,0
1328,6,1,0,10800,10800,999,0,6,4,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,10800,0,10800,0,9999999
1329,6,1,0,10800,10800,999,0,6,4,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,10800,0,10800,0,9999999
1330,2,1,0,10800,10800,999,0,6,4,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,10800,0,10800,0,9999999
1331,35,123,10,125129,125129,55,2,1,4,100121,100,5,2,33,100000,1,1,1,0,0,1,1,0,125129,100121,125129,1,100000
1332,38,60,10,125129,125129,40,2,1,4,25008,100,5,1,33,23000,0,0,1,1,0,1,1,0,125129,25008,125129,1,23000
1333,13,1,0,125129,125129,999,0,6,4,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,125129,0,125129,0,9999999
1334,9,1,0,125129,125129,999,0,6,4,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,125129,0,125129,0,9999999
1335,60,111,10,94024,94024,45,2,5,1,94024,100,0,2,33,94000,1,1,1,0,0,1,1,0,94024,94024,94024,0,94000
1336,50,81,10,78043,78043,40,2,4,2,65012,100,5,2,33,65000,1,0,1,0,0,1,1,0,78043,65012,78043,0,65000
1337,19,73,10,78043,78043,50,2,6,2,13031,100,5,1,33,13000,1,0,1,1,0,1,1,0,78043,13031,78043,0,13000
1338,52,73,10,54420,54420,53,2,3,2,53020,100,5,2,33,53000,1,0,1,0,0,1,1,0,54420,53020,54420,0,53000
1339,35,73,10,54420,54420,40,2,2,2,1400,100,5,1,33,1400,1,0,1,1,0,1,1,0,54420,1400,54420,1,1400
1340,44,111,10,180678,180678,40,2,1,6,95678,100,5,2,33,65000,1,1,1,0,0,1,1,0,180678,95678,180678,1,65000
1341,42,92,10,180678,180678,60,2,1,6,85000,100,5,1,33,85000,1,0,1,1,0,1,1,0,180678,85000,180678,1,85000
1342,17,50,34,180678,180678,999,1,6,6,0,100,1,2,33,0,0,0,1,0,1,1,0,1,180678,0,180678,0,0
1343,16,40,34,180678,180678,999,1,6,6,0,100,1,1,33,0,0,0,1,1,1,1,0,1,180678,0,180678,0,0
1344,14,1,0,180678,180678,999,0,6,6,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,180678,0,180678,0,9999999
1345,8,1,0,180678,180678,999,0,6,6,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,180678,0,180678,0,9999999
1346,36,73,10,18000,40000,40,2,6,1,18000,100,5,1,33,18000,1,0,1,1,0,1,1,0,40000,18000,18000,0,18000
1347,35,73,10,22000,40000,40,2,4,1,22000,100,5,1,33,22000,1,0,1,1,0,1,1,0,40000,22000,22000,0,22000
1348,29,125,10,135000,135000,30,2,1,3,80000,805,5,2,33,80000,1,1,1,0,0,0,1,0,135000,80000,135000,1,80000
1349,37,125,10,135000,135000,40,2,1,3,55000,300,5,1,33,55000,1,1,1,1,0,0,1,0,135000,55000,135000,1,55000
1350,2,1,0,135000,135000,999,0,6,3,99999999,300,0,2,33,9999999,0,0,1,0,0,0,0,1,135000,0,135000,0,9999999
1351,52,30,12,51282,51282,999,2,1,8,22623,100,5,2,33,20000,0,0,1,0,0,1,1,0,51282,22623,51282,1,20000
1352,57,81,10,51282,51282,40,2,1,8,28659,100,0,1,33,28600,1,0,1,1,0,1,1,0,51282,28659,51282,1,28600
1353,15,50,34,51282,51282,999,1,6,8,0,100,0,1,33,0,0,0,1,1,0,1,0,1,51282,0,51282,0,0
1354,15,73,34,51282,51282,999,1,6,8,0,100,0,1,33,0,1,0,1,1,0,1,0,1,51282,0,51282,0,0
1355,46,73,34,51282,51282,999,1,5,8,0,100,4,2,33,0,1,0,1,0,1,1,0,1,51282,0,51282,0,0
1356,11,1,0,51282,51282,999,0,6,8,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,51282,0,51282,0,9999999
1357,10,1,0,51282,51282,999,0,6,8,99999999,801,0,1,33,9999999,0,0,1,1,0,0,0,1,51282,0,51282,0,9999999
1358,9,1,0,51282,51282,999,0,6,8,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,51282,0,51282,0,9999999
1359,26,81,10,28620,28620,40,2,6,2,28620,808,5,2,33,28000,1,0,1,0,0,0,1,0,28620,28620,28620,0,28000
1360,5,1,0,28620,28620,999,0,6,2,99999999,808,0,1,33,9999999,0,0,1,1,0,0,0,1,28620,0,28620,0,9999999
1361,54,92,10,374701,374701,50,2,1,3,206000,100,5,1,33,99000,1,0,1,1,0,1,1,0,374701,206000,374701,1,99000
1362,53,81,10,374701,374701,48,2,1,3,129600,100,5,2,33,57600,1,0,1,0,0,1,1,0,374701,129600,374701,1,57600
1363,25,111,10,374701,374701,40,2,6,3,39101,100,5,1,33,39100,1,1,1,1,0,1,1,0,374701,39101,374701,0,39100
1364,47,111,10,87317,161065,62,2,6,1,87317,100,5,2,33,75000,1,1,1,0,0,1,1,0,161065,87317,87317,0,75000
1365,48,111,10,73748,161065,70,2,6,1,73748,100,5,2,33,70000,1,1,1,0,0,1,1,0,161065,73748,73748,0,70000
1366,44,73,32,15001,15001,999,1,6,1,15001,100,5,2,33,0,1,0,1,0,0,1,0,0,15001,15001,15001,0,0
1367,45,40,10,20000,20000,40,2,6,1,20000,100,5,1,33,20000,0,0,1,1,0,1,1,0,20000,20000,20000,0,20000
1368,47,92,10,72000,72000,40,2,4,1,72000,100,5,1,33,72000,1,0,1,1,0,1,1,0,72000,72000,72000,0,72000
1369,85,73,36,19200,19200,999,1,5,1,19200,100,0,2,33,0,1,0,1,0,0,1,0,0,19200,19200,19200,0,0
1370,42,73,10,40020,40020,32,2,4,2,15020,100,5,2,33,0,1,0,1,0,0,1,1,0,40020,15020,40020,0,0
1371,19,73,10,40020,40020,40,2,6,2,25000,100,5,1,33,25000,1,0,1,1,0,1,1,0,40020,25000,40020,0,25000
1372,47,81,34,12760,12760,999,1,4,3,12760,100,5,2,33,7000,1,0,1,0,0,1,0,0,12760,12760,12760,0,7000
1373,11,1,0,12760,12760,999,0,6,3,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,12760,0,12760,0,9999999
1374,7,1,0,12760,12760,999,0,6,3,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,12760,0,12760,0,9999999
1375,39,81,10,198000,198000,44,2,1,4,68000,100,5,1,33,60000,1,0,1,1,0,1,1,0,198000,68000,198000,1,60000
1376,40,123,10,198000,198000,42,2,1,4,130000,100,5,2,33,122000,1,1,1,0,0,1,1,0,198000,130000,198000,1,122000
1377,8,1,0,198000,198000,999,0,6,4,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,198000,0,198000,0,9999999
1378,5,1,0,198000,198000,999,0,6,4,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,198000,0,198000,0,9999999
1379,53,125,10,430828,430828,60,2,1,4,400471,100,5,1,33,400000,1,1,1,1,0,1,1,0,430828,400471,430828,1,400000
1380,46,111,10,430828,430828,17,2,1,4,30357,100,5,2,33,30000,1,1,1,0,0,1,1,0,430828,30357,430828,1,30000
1381,9,1,0,430828,430828,999,0,6,4,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,430828,0,430828,0,9999999
1382,8,1,0,430828,430828,999,0,6,4,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,430828,0,430828,0,9999999
1383,56,81,10,59000,126300,8,2,4,3,35000,100,0,1,33,0,1,0,1,1,0,1,1,0,126300,35000,59000,0,0
1384,34,73,10,59000,126300,35,2,6,3,24000,100,5,2,33,24000,1,0,1,0,0,1,1,0,126300,24000,59000,0,24000
1385,11,1,0,59000,126300,999,0,6,3,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,126300,0,59000,0,9999999
1386,33,73,10,67300,126300,50,2,6,1,67300,100,5,1,33,67300,1,0,1,1,0,1,1,0,126300,67300,67300,0,67300
1387,37,124,10,50000,50000,40,2,1,3,50000,100,5,1,33,50000,1,1,1,1,0,1,1,0,50000,50000,50000,1,50000
1388,38,123,34,50000,50000,999,1,1,3,0,100,5,2,33,0,1,1,1,0,0,1,0,1,50000,0,50000,1,0
1389,2,1,0,50000,50000,999,0,6,3,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,50000,0,50000,0,9999999
1390,42,123,10,77436,77436,30,2,4,2,77436,100,4,2,33,68000,1,1,1,0,1,1,1,0,77436,77436,77436,0,68000
1391,10,1,0,77436,77436,999,0,6,2,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,77436,0,77436,0,9999999
1392,52,123,10,70000,70000,40,2,4,2,70000,100,5,2,33,70000,1,1,1,0,0,1,1,0,70000,70000,70000,0,70000
1393,14,1,0,70000,70000,999,0,6,2,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,70000,0,70000,0,9999999
1394,66,71,36,19655,19655,999,1,5,1,19655,200,0,2,33,0,0,0,1,0,0,0,0,0,19655,19655,19655,0,0
1395,30,81,10,15751,15751,30,2,1,6,15751,100,4,1,33,5000,1,0,1,1,1,1,1,0,15751,15751,15751,1,5000
1396,28,73,21,15751,15751,999,2,1,6,0,100,5,2,33,0,1,0,1,0,0,1,1,1,15751,0,15751,1,0
1397,7,1,0,15751,15751,999,0,6,6,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,15751,0,15751,0,9999999
1398,37,81,21,0,15751,999,2,4,6,0,100,5,2,33,0,1,0,1,0,0,1,1,1,15751,0,0,0,0
1399,11,1,0,0,15751,999,0,6,6,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,15751,0,0,0,9999999
1400,8,1,0,0,15751,999,0,6,6,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,15751,0,0,0,9999999
1401,52,92,10,89179,89179,20,2,1,4,20821,100,5,1,33,20600,1,0,1,1,0,1,1,0,89179,20821,89179,1,20600
1402,53,92,10,89179,89179,40,2,1,4,65558,100,5,2,33,65000,1,0,1,0,0,1,1,0,89179,65558,89179,1,65000
1403,20,73,10,89179,89179,40,2,6,4,2000,100,5,2,33,2000,1,0,1,0,0,1,1,0,89179,2000,89179,0,2000
1404,18,73,10,89179,89179,12,2,6,4,800,100,3,2,33,800,1,0,1,0,1,1,1,0,89179,800,89179,0,800
1405,44,81,10,57023,57023,40,2,4,4,39690,100,5,2,33,24000,1,0,1,0,0,1,1,0,57023,39690,57023,0,24000
1406,21,81,10,57023,57023,10,2,6,4,3011,100,3,2,33,3000,1,0,1,0,1,1,1,0,57023,3011,57023,0,3000
1407,20,81,34,57023,57023,999,1,6,4,14001,100,3,2,33,14000,1,0,1,0,1,1,0,0,57023,14001,57023,0,14000
1408,18,71,34,57023,57023,999,1,6,4,321,100,1,1,33,0,0,0,1,1,1,1,0,0,57023,321,57023,0,0
1409,24,123,34,79552,488048,999,1,6,1,79552,651,3,1,33,70000,1,1,1,1,1,0,0,0,488048,79552,79552,0,70000
1410,28,123,10,81029,488048,50,2,2,1,81029,651,5,1,33,81000,1,1,1,1,0,0,1,0,488048,81029,81029,1,81000
1411,26,123,10,65000,488048,50,2,6,1,65000,651,5,1,33,65000,1,1,1,1,0,0,1,0,488048,65000,65000,0,65000
1412,25,123,10,65006,488048,50,2,6,1,65006,651,5,1,33,65000,1,1,1,1,0,0,1,0,488048,65006,65006,0,65000
1413,25,123,34,60012,488048,999,1,6,1,60012,651,3,1,33,0,1,1,1,1,1,0,0,0,488048,60012,60012,0,0
1414,25,123,10,137449,488048,50,2,6,1,137449,651,5,1,33,133500,1,1,1,1,0,0,1,0,488048,137449,137449,0,133500
1415,33,111,10,97500,97500,40,2,6,2,80000,651,5,1,33,80000,1,1,1,1,0,0,1,0,97500,80000,97500,0,80000
1416,39,73,10,97500,97500,40,2,6,2,17500,651,5,2,33,17500,1,0,1,0,0,0,1,0,97500,17500,97500,0,17500
1417,42,124,10,1392575,1392575,60,2,1,5,1312373,100,5,1,33,1279999,1,1,1,1,0,1,1,0,1392575,1312373,1392575,1,1279999
1418,38,123,10,1392575,1392575,40,2,1,5,80202,100,5,2,33,80000,1,1,1,0,0,1,1,0,1392575,80202,1392575,1,80000
1419,5,1,0,1392575,1392575,999,0,6,5,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,1392575,0,1392575,0,9999999
1420,3,1,0,1392575,1392575,999,0,6,5,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,1392575,0,1392575,0,9999999
1421,3,1,0,1392575,1392575,999,0,6,5,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,1392575,0,1392575,0,9999999
1422,44,125,36,239214,239214,999,1,1,3,5790,100,5,2,33,0,1,1,1,0,0,1,0,0,239214,5790,239214,1,0
1423,48,111,10,239214,239214,70,2,1,3,233424,100,5,1,33,232634,1,1,1,1,0,1,1,0,239214,233424,239214,1,232634
1424,12,1,0,239214,239214,999,0,6,3,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,239214,0,239214,0,9999999
1425,51,73,10,52525,127554,45,2,4,3,51075,100,5,2,33,49000,1,0,1,0,0,1,1,0,127554,51075,52525,0,49000
1426,31,73,21,52525,127554,999,2,6,3,1450,100,5,1,33,1400,1,0,1,1,0,1,1,0,127554,1450,52525,0,1400
1427,12,1,0,52525,127554,999,0,6,3,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,127554,0,52525,0,9999999
1428,60,73,10,75029,127554,50,2,6,1,75029,100,0,1,33,75000,1,0,1,1,0,1,1,0,127554,75029,75029,0,75000
1429,58,125,10,150000,150000,40,2,1,2,150000,651,0,1,33,150000,1,1,1,1,0,0,1,0,150000,150000,150000,1,150000
1430,58,111,34,150000,150000,999,1,1,2,0,651,0,2,33,0,1,1,1,0,0,0,0,1,150000,0,150000,1,0
1431,61,123,10,132983,132983,40,2,4,3,82110,651,0,2,33,67000,1,1,1,0,0,0,1,0,132983,82110,132983,0,67000
1432,42,111,10,132983,132983,40,2,6,3,50004,651,5,1,33,50000,1,1,1,1,0,0,1,0,132983,50004,132983,0,50000
1433,85,30,36,132983,132983,999,1,5,3,869,651,0,2,33,0,0,0,1,0,0,0,0,0,132983,869,132983,0,0
1434,38,123,10,111020,111020,50,2,1,3,71010,100,5,2,33,71000,1,1,1,0,0,1,1,0,111020,71010,111020,1,71000
1435,38,81,10,111020,111020,55,2,1,3,40010,100,5,1,33,40000,1,0,1,1,0,1,1,0,111020,40010,111020,1,40000
1436,4,1,0,111020,111020,999,0,6,3,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,111020,0,111020,0,9999999
1437,52,81,10,37817,72817,40,2,1,6,15000,100,5,1,33,0,1,0,1,1,0,1,1,0,72817,15000,37817,1,0
1438,50,92,10,37817,72817,30,2,1,6,22817,100,5,2,33,22500,1,0,1,0,0,1,1,0,72817,22817,37817,1,22500
1439,25,111,34,37817,72817,999,1,6,6,0,100,3,1,33,0,1,1,1,1,1,1,0,1,72817,0,37817,0,0
1440,22,81,34,37817,72817,999,1,6,6,0,100,3,1,33,0,1,0,1,1,1,1,0,1,72817,0,37817,0,0
1441,20,81,34,37817,72817,999,1,6,6,0,100,3,1,33,0,1,0,1,1,1,1,0,1,72817,0,37817,0,0
1442,19,81,34,37817,72817,999,1,6,6,0,100,3,1,33,0,1,0,1,1,1,1,0,1,72817,0,37817,0,0
1443,25,111,10,35000,72817,40,2,6,1,35000,100,5,2,33,35000,1,1,1,0,0,1,1,0,72817,35000,35000,0,35000
1444,65,73,36,118016,118016,999,1,1,4,91006,100,0,1,33,0,1,0,1,1,0,1,0,0,118016,91006,118016,1,0
1445,47,123,10,118016,118016,30,2,1,4,24006,100,5,2,33,22000,1,1,1,0,0,1,1,0,118016,24006,118016,1,22000
1446,18,60,10,118016,118016,10,2,6,4,3004,100,1,2,33,3000,0,0,1,0,1,1,1,0,118016,3004,118016,0,3000
1447,15,30,34,118016,118016,999,1,6,4,0,100,0,2,33,0,0,0,1,0,0,1,0,1,118016,0,118016,0,0
1448,31,111,10,161223,161223,40,2,1,3,30673,100,5,1,33,30623,1,1,1,1,0,1,1,0,161223,30673,161223,1,30623
1449,32,111,10,161223,161223,60,2,1,3,130550,100,3,2,33,110000,1,1,1,0,1,1,1,0,161223,130550,161223,1,110000
1450,4,1,0,161223,161223,999,0,6,3,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,161223,0,161223,0,9999999
1451,62,73,36,127078,127078,999,1,1,5,42078,100,0,1,33,0,1,0,1,1,0,1,0,0,127078,42078,127078,1,0
1452,59,73,10,127078,127078,32,2,1,5,20000,100,0,2,33,20000,1,0,1,0,0,1,1,0,127078,20000,127078,1,20000
1453,39,111,10,65000,127078,60,2,6,5,65000,100,4,2,33,65000,1,1,1,0,1,1,1,0,127078,65000,65000,0,65000
1454,8,1,0,65000,127078,999,0,6,5,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,127078,0,65000,0,9999999
1455,2,1,0,65000,127078,999,0,6,5,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,127078,0,65000,0,9999999
1456,34,111,10,152035,152035,50,2,1,4,137035,100,5,1,33,135000,1,1,1,1,0,1,1,0,152035,137035,152035,1,135000
1457,34,111,10,152035,152035,8,2,1,4,15000,100,5,2,33,15000,1,1,1,0,0,1,1,0,152035,15000,152035,1,15000
1458,3,1,0,152035,152035,999,0,6,4,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,152035,0,152035,0,9999999
1459,1,1,0,152035,152035,999,0,6,4,99999999,100,0,2,33,9999999,0,0,1,0,0,1,0,1,152035,0,152035,0,9999999
1460,48,92,32,10080,10080,999,1,5,3,10080,100,5,2,33,0,1,0,1,0,0,1,0,0,10080,10080,10080,0,0
1461,23,73,34,10080,10080,999,1,6,3,0,100,5,1,33,0,1,0,1,1,0,1,0,1,10080,0,10080,0,0
1462,5,1,0,10080,10080,999,0,6,3,99999999,100,0,1,33,9999999,0,0,1,1,0,1,0,1,10080,0,10080,0,9999999
1463,23,73,32,0,10080,999,1,6,1,0,100,5,2,33,0,1,0,1,0,0,1,0,1,10080,0,0,0,0
1464,64,123,10,358608,358608,60,2,1,2,274999,100,0,1,33,105000,1,1,1,1,0,1,1,0,358608,274999,358608,1,105000
1465,65,111,10,358608,358608,80,2,1,2,83609,100,0,2,33,81000,1,1,1,0,0,1,1,0,358608,83609,358608,1,81000
1466,61,73,10,40538,40538,16,2,1,2,24544,100,0,2,33,20000,1,0,1,0,0,1,1,0,40538,24544,40538,1,20000
1467,63,123,36,40538,40538,999,1,1,2,15994,100,0,1,33,0,1,1,1,1,0,1,0,0,40538,15994,40538,1,0
1468,52,73,10,69184,69184,40,2,1,2,16002,100,5,1,33,0,1,0,1,1,0,1,1,0,69184,16002,69184,1,0
1469,53,73,10,69184,69184,40,2,1,2,53182,100,5,2,33,52000,1,0,1,0,0,1,1,0,69184,53182,69184,1,52000
1470,60,111,36,144326,144326,999,1,1,2,80201,100,0,1,33,0,1,1,1,1,0,1,0,0,144326,80201,144326,1,0
1471,55,92,10,144326,144326,40,2,1,2,64125,100,0,2,33,64000,1,0,1,0,0,1,1,0,144326,64125,144326,1,64000
1472,77,81,10,35427,35427,20,2,5,1,35427,100,0,2,33,6544,1,0,1,0,0,1,1,0,35427,35427,35427,0,6544
1473,85,73,36,21547,21547,999,1,5,1,21547,100,0,2,33,0,1,0,1,0,0,1,0,0,21547,21547,21547,0,0
1474,72,123,36,171688,171688,999,1,1,2,43099,100,0,1,33,0,1,1,1,1,0,1,0,0,171688,43099,171688,1,0
